trace_id,event_start_date,entity_type,entity_id,event_type,notice_days,duration_days,scenario_id
3653,2024-01-18,account,615,unavailable,1,4,actual
3654,2024-02-07,account,615,unavailable,1,4,actual
3655,2024-03-03,account,615,unavailable,1,1,actual
3656,2024-03-22,account,615,unavailable,1,2,actual
3657,2024-04-04,account,615,unavailable,1,5,actual
3658,2024-04-12,account,615,unavailable,1,1,actual
3659,2024-04-23,account,615,unavailable,1,3,actual
3660,2024-01-29,account,616,unavailable,1,1,actual
3661,2024-02-03,account,616,unavailable,1,1,actual
3662,2024-02-08,account,616,unavailable,1,1,actual
3663,2024-02-16,account,616,unavailable,1,2,actual
3664,2024-03-09,account,616,unavailable,1,2,actual
3665,2024-03-16,account,616,unavailable,1,1,actual
3666,2024-03-23,account,616,unavailable,1,2,actual
3667,2024-01-10,account,617,unavailable,1,1,actual
3668,2024-01-30,account,617,unavailable,1,1,actual
3669,2024-02-03,account,617,unavailable,1,1,actual
3670,2024-02-13,account,617,unavailable,1,2,actual
3671,2024-03-02,account,617,unavailable,1,3,actual
3672,2024-04-16,account,617,unavailable,1,2,actual
3673,2024-04-27,account,617,unavailable,1,3,actual
3674,2024-01-01,account,618,unavailable,1,3,actual
3675,2024-02-24,account,618,unavailable,1,3,actual
3676,2024-03-05,account,618,unavailable,1,1,actual
3677,2024-04-17,account,618,unavailable,1,1,actual
3678,2024-01-11,account,619,unavailable,1,1,actual
3679,2024-01-31,account,619,unavailable,1,4,actual
3680,2024-02-06,account,619,unavailable,1,2,actual
3681,2024-02-29,account,619,unavailable,1,5,actual
3682,2024-03-10,account,619,unavailable,1,3,actual
3683,2024-03-19,account,619,unavailable,1,1,actual
3684,2024-04-13,account,619,unavailable,1,2,actual
3685,2024-04-17,account,619,unavailable,1,1,actual
3686,2024-04-29,account,619,unavailable,1,1,actual
3687,2024-01-02,account,620,unavailable,1,5,actual
3688,2024-02-04,account,620,unavailable,1,3,actual
3689,2024-03-04,account,620,unavailable,1,9,actual
3690,2024-04-21,account,620,unavailable,1,2,actual
3691,2024-01-30,account,621,unavailable,1,1,actual
3692,2024-02-29,account,621,unavailable,1,2,actual
3693,2024-03-19,account,621,unavailable,1,1,actual
3694,2024-04-07,account,621,unavailable,1,1,actual
3695,2024-01-01,account,622,unavailable,1,1,actual
3696,2024-01-26,account,622,unavailable,1,3,actual
3697,2024-02-02,account,622,unavailable,1,2,actual
3698,2024-01-23,account,623,unavailable,1,1,actual
3699,2024-03-09,account,623,unavailable,1,1,actual
3700,2024-03-22,account,623,unavailable,1,3,actual
3701,2024-04-01,account,623,unavailable,1,2,actual
3702,2024-04-21,account,623,unavailable,1,2,actual
3703,2024-01-08,account,624,unavailable,1,2,actual
3704,2024-01-12,account,624,unavailable,1,4,actual
3705,2024-01-19,account,624,unavailable,1,1,actual
3706,2024-01-24,account,624,unavailable,1,1,actual
3707,2024-02-14,account,624,unavailable,1,1,actual
3708,2024-02-29,account,624,unavailable,1,2,actual
3709,2024-03-18,account,624,unavailable,1,1,actual
3710,2024-01-05,account,625,unavailable,1,2,actual
3711,2024-01-11,account,625,unavailable,1,2,actual
3712,2024-02-04,account,625,unavailable,1,2,actual
3713,2024-02-14,account,625,unavailable,1,1,actual
3714,2024-03-17,account,625,unavailable,1,3,actual
3715,2024-03-21,account,625,unavailable,1,2,actual
3716,2024-04-12,account,625,unavailable,1,1,actual
3717,2024-04-15,account,625,unavailable,1,2,actual
3718,2024-04-18,account,625,unavailable,1,2,actual
3719,2024-04-27,account,625,unavailable,1,2,actual
3720,2024-01-03,account,626,unavailable,1,1,actual
3721,2024-01-11,account,626,unavailable,1,1,actual
3722,2024-01-15,account,626,unavailable,1,3,actual
3723,2024-01-20,account,626,unavailable,1,1,actual
3724,2024-02-04,account,626,unavailable,1,3,actual
3725,2024-02-18,account,626,unavailable,1,3,actual
3726,2024-03-04,account,626,unavailable,1,1,actual
3727,2024-03-28,account,626,unavailable,1,1,actual
3728,2024-04-08,account,626,unavailable,1,1,actual
3729,2024-01-01,account,627,unavailable,1,2,actual
3730,2024-01-29,account,627,unavailable,1,1,actual
3731,2024-02-11,account,627,unavailable,1,1,actual
3732,2024-02-23,account,627,unavailable,1,1,actual
3733,2024-03-31,account,627,unavailable,1,2,actual
3734,2024-04-13,account,627,unavailable,1,1,actual
3735,2024-01-06,account,628,unavailable,1,1,actual
3736,2024-01-25,account,628,unavailable,1,5,actual
3737,2024-02-26,account,628,unavailable,1,1,actual
3738,2024-03-23,account,628,unavailable,1,2,actual
3739,2024-03-26,account,628,unavailable,1,3,actual
3740,2024-04-01,account,628,unavailable,1,3,actual
3741,2024-01-14,account,629,unavailable,1,1,actual
3742,2024-01-18,account,629,unavailable,1,1,actual
3743,2024-01-20,account,629,unavailable,1,2,actual
3744,2024-03-03,account,629,unavailable,1,2,actual
3745,2024-03-17,account,629,unavailable,1,3,actual
3746,2024-03-23,account,629,unavailable,1,2,actual
3747,2024-04-15,account,629,unavailable,1,2,actual
3748,2024-01-30,account,630,unavailable,1,2,actual
3749,2024-02-03,account,630,unavailable,1,6,actual
3750,2024-02-28,account,630,unavailable,1,1,actual
3751,2024-03-14,account,630,unavailable,1,1,actual
3752,2024-03-24,account,630,unavailable,1,3,actual
3753,2024-04-15,account,630,unavailable,1,1,actual
3754,2024-01-07,account,631,unavailable,1,1,actual
3755,2024-01-21,account,631,unavailable,1,1,actual
3756,2024-01-27,account,631,unavailable,1,2,actual
3757,2024-02-08,account,631,unavailable,1,1,actual
3758,2024-02-11,account,631,unavailable,1,1,actual
3759,2024-04-02,account,631,unavailable,1,2,actual
3760,2024-01-11,account,632,unavailable,1,1,actual
3761,2024-01-14,account,632,unavailable,1,1,actual
3762,2024-01-25,account,632,unavailable,1,1,actual
3763,2024-02-05,account,632,unavailable,1,2,actual
3764,2024-03-20,account,632,unavailable,1,2,actual
3765,2024-02-05,account,633,unavailable,1,3,actual
3766,2024-02-21,account,633,unavailable,1,1,actual
3767,2024-03-24,account,633,unavailable,1,2,actual
3768,2024-04-12,account,633,unavailable,1,3,actual
3769,2024-04-24,account,633,unavailable,1,6,actual
3770,2024-01-10,account,634,unavailable,1,1,actual
3771,2024-01-31,account,634,unavailable,1,1,actual
3772,2024-02-14,account,634,unavailable,1,1,actual
3773,2024-03-13,account,634,unavailable,1,5,actual
3774,2024-03-25,account,634,unavailable,1,1,actual
3775,2024-03-28,account,634,unavailable,1,1,actual
3776,2024-02-01,account,635,unavailable,1,2,actual
3777,2024-02-06,account,635,unavailable,1,1,actual
3778,2024-02-11,account,635,unavailable,1,1,actual
3779,2024-03-08,account,635,unavailable,1,1,actual
3780,2024-03-12,account,635,unavailable,1,3,actual
3781,2024-04-11,account,635,unavailable,1,6,actual
3782,2024-01-06,account,636,unavailable,1,1,actual
3783,2024-01-12,account,636,unavailable,1,4,actual
3784,2024-01-26,account,636,unavailable,1,2,actual
3785,2024-01-30,account,636,unavailable,1,3,actual
3786,2024-02-11,account,636,unavailable,1,1,actual
3787,2024-03-04,account,636,unavailable,1,3,actual
3788,2024-03-12,account,636,unavailable,1,1,actual
3789,2024-03-24,account,636,unavailable,1,2,actual
3790,2024-03-30,account,636,unavailable,1,3,actual
3791,2024-04-19,account,636,unavailable,1,3,actual
3792,2024-01-15,account,637,unavailable,1,1,actual
3793,2024-02-29,account,637,unavailable,1,2,actual
3794,2024-03-28,account,637,unavailable,1,1,actual
3795,2024-04-20,account,637,unavailable,1,2,actual
3796,2024-01-02,account,638,unavailable,1,1,actual
3797,2024-01-08,account,638,unavailable,1,2,actual
3798,2024-01-25,account,638,unavailable,1,3,actual
3799,2024-02-27,account,638,unavailable,1,1,actual
3800,2024-03-01,account,638,unavailable,1,2,actual
3801,2024-03-24,account,638,unavailable,1,1,actual
3802,2024-04-27,account,638,unavailable,1,2,actual
3803,2024-02-08,account,639,unavailable,1,1,actual
3804,2024-04-28,account,639,unavailable,1,2,actual
3805,2024-01-03,account,640,unavailable,1,1,actual
3806,2024-01-12,account,640,unavailable,1,2,actual
3807,2024-03-08,account,640,unavailable,1,1,actual
3808,2024-03-16,account,640,unavailable,1,2,actual
3809,2024-03-27,account,640,unavailable,1,1,actual
3810,2024-04-04,account,640,unavailable,1,2,actual
3811,2024-04-27,account,640,unavailable,1,1,actual
3812,2024-01-13,account,641,unavailable,1,1,actual
3813,2024-02-15,account,641,unavailable,1,7,actual
3814,2024-02-25,account,641,unavailable,1,1,actual
3815,2024-03-01,account,641,unavailable,1,1,actual
3816,2024-03-09,account,641,unavailable,1,1,actual
3817,2024-01-10,account,642,unavailable,1,1,actual
3818,2024-02-27,account,642,unavailable,1,2,actual
3819,2024-03-03,account,642,unavailable,1,1,actual
3820,2024-01-07,account,643,unavailable,1,1,actual
3821,2024-01-10,account,643,unavailable,1,2,actual
3822,2024-01-21,account,643,unavailable,1,1,actual
3823,2024-03-05,account,643,unavailable,1,5,actual
3824,2024-03-11,account,643,unavailable,1,2,actual
3825,2024-04-12,account,643,unavailable,1,2,actual
3826,2024-04-21,account,643,unavailable,1,1,actual
3827,2024-01-25,account,644,unavailable,1,1,actual
3828,2024-01-29,account,644,unavailable,1,1,actual
3829,2024-02-17,account,644,unavailable,1,1,actual
3830,2024-02-28,account,644,unavailable,1,1,actual
3831,2024-03-06,account,644,unavailable,1,3,actual
3832,2024-03-13,account,644,unavailable,1,1,actual
3833,2024-04-07,account,644,unavailable,1,1,actual
3834,2024-04-26,account,644,unavailable,1,3,actual
3835,2024-02-21,account,645,unavailable,1,1,actual
3836,2024-03-09,account,645,unavailable,1,8,actual
3837,2024-01-07,account,646,unavailable,1,1,actual
3838,2024-02-09,account,646,unavailable,1,2,actual
3839,2024-03-17,account,646,unavailable,1,3,actual
3840,2024-01-23,account,647,unavailable,1,4,actual
3841,2024-02-06,account,647,unavailable,1,2,actual
3842,2024-02-29,account,647,unavailable,1,1,actual
3843,2024-03-14,account,647,unavailable,1,2,actual
3844,2024-04-28,account,647,unavailable,1,1,actual
3845,2024-01-05,account,648,unavailable,1,1,actual
3846,2024-01-08,account,648,unavailable,1,1,actual
3847,2024-01-21,account,648,unavailable,1,1,actual
3848,2024-02-02,account,648,unavailable,1,3,actual
3849,2024-03-24,account,648,unavailable,1,1,actual
3850,2024-03-28,account,648,unavailable,1,8,actual
3851,2024-04-11,account,648,unavailable,1,1,actual
3852,2024-04-19,account,648,unavailable,1,1,actual
3853,2024-02-11,account,649,unavailable,1,1,actual
3854,2024-03-04,account,649,unavailable,1,2,actual
3855,2024-03-15,account,649,unavailable,1,1,actual
3856,2024-03-19,account,649,unavailable,1,3,actual
3857,2024-04-06,account,649,unavailable,1,1,actual
3858,2024-04-11,account,649,unavailable,1,2,actual
3859,2024-04-22,account,649,unavailable,1,6,actual
3860,2024-02-23,account,650,unavailable,1,1,actual
3861,2024-02-25,account,650,unavailable,1,1,actual
3862,2024-03-04,account,650,unavailable,1,3,actual
3863,2024-03-08,account,650,unavailable,1,1,actual
3864,2024-03-18,account,650,unavailable,1,4,actual
3865,2024-04-17,account,650,unavailable,1,2,actual
3866,2024-01-01,account,651,unavailable,1,2,actual
3867,2024-02-03,account,651,unavailable,1,3,actual
3868,2024-02-07,account,651,unavailable,1,3,actual
3869,2024-02-25,account,651,unavailable,1,1,actual
3870,2024-02-28,account,651,unavailable,1,1,actual
3871,2024-03-09,account,651,unavailable,1,4,actual
3872,2024-03-29,account,651,unavailable,1,3,actual
3873,2024-04-16,account,651,unavailable,1,1,actual
3874,2024-01-01,account,652,unavailable,1,1,actual
3875,2024-01-06,account,652,unavailable,1,4,actual
3876,2024-04-10,account,652,unavailable,1,3,actual
3877,2024-01-15,account,653,unavailable,1,2,actual
3878,2024-01-18,account,653,unavailable,1,2,actual
3879,2024-01-31,account,653,unavailable,1,3,actual
3880,2024-02-28,account,653,unavailable,1,5,actual
3881,2024-03-09,account,653,unavailable,1,5,actual
3882,2024-03-17,account,653,unavailable,1,1,actual
3883,2024-03-21,account,653,unavailable,1,3,actual
3884,2024-01-06,account,654,unavailable,1,7,actual
3885,2024-03-08,account,654,unavailable,1,2,actual
3886,2024-03-15,account,654,unavailable,1,5,actual
3887,2024-04-27,account,654,unavailable,1,2,actual
3888,2024-01-11,account,655,unavailable,1,1,actual
3889,2024-01-18,account,655,unavailable,1,4,actual
3890,2024-01-29,account,655,unavailable,1,1,actual
3891,2024-04-11,account,655,unavailable,1,1,actual
3892,2024-01-08,account,656,unavailable,1,1,actual
3893,2024-01-12,account,656,unavailable,1,1,actual
3894,2024-02-05,account,656,unavailable,1,1,actual
3895,2024-02-20,account,656,unavailable,1,1,actual
3896,2024-02-23,account,656,unavailable,1,3,actual
3897,2024-02-28,account,656,unavailable,1,3,actual
3898,2024-03-18,account,656,unavailable,1,1,actual
3899,2024-04-13,account,656,unavailable,1,1,actual
3900,2024-04-16,account,656,unavailable,1,2,actual
3901,2024-04-20,account,656,unavailable,1,3,actual
3902,2024-02-01,account,657,unavailable,1,1,actual
3903,2024-02-18,account,657,unavailable,1,2,actual
3904,2024-03-10,account,657,unavailable,1,2,actual
3905,2024-03-26,account,657,unavailable,1,3,actual
3906,2024-01-04,account,658,unavailable,1,2,actual
3907,2024-01-19,account,658,unavailable,1,4,actual
3908,2024-02-04,account,658,unavailable,1,1,actual
3909,2024-04-23,account,658,unavailable,1,3,actual
3910,2024-01-07,account,659,unavailable,1,2,actual
3911,2024-02-27,account,659,unavailable,1,1,actual
3912,2024-03-04,account,659,unavailable,1,1,actual
3913,2024-03-10,account,659,unavailable,1,2,actual
3914,2024-03-29,account,659,unavailable,1,7,actual
3915,2024-04-14,account,660,unavailable,1,3,actual
3916,2024-01-04,account,661,unavailable,1,2,actual
3917,2024-01-08,account,661,unavailable,1,2,actual
3918,2024-02-06,account,661,unavailable,1,1,actual
3919,2024-02-08,account,661,unavailable,1,1,actual
3920,2024-02-11,account,661,unavailable,1,2,actual
3921,2024-04-01,account,661,unavailable,1,3,actual
3922,2024-01-04,account,662,unavailable,1,2,actual
3923,2024-01-19,account,662,unavailable,1,1,actual
3924,2024-01-24,account,662,unavailable,1,1,actual
3925,2024-03-16,account,662,unavailable,1,1,actual
3926,2024-03-27,account,662,unavailable,1,2,actual
3927,2024-04-19,account,662,unavailable,1,3,actual
3928,2024-01-22,account,663,unavailable,1,1,actual
3929,2024-02-04,account,663,unavailable,1,2,actual
3930,2024-02-29,account,663,unavailable,1,1,actual
3931,2024-03-20,account,663,unavailable,1,6,actual
3932,2024-04-01,account,663,unavailable,1,6,actual
3933,2024-01-11,account,664,unavailable,1,3,actual
3934,2024-01-31,account,664,unavailable,1,2,actual
3935,2024-02-09,account,664,unavailable,1,6,actual
3936,2024-02-18,account,664,unavailable,1,2,actual
3937,2024-02-23,account,664,unavailable,1,2,actual
3938,2024-03-14,account,664,unavailable,1,3,actual
3939,2024-04-03,account,664,unavailable,1,1,actual
3940,2024-01-06,account,665,unavailable,1,3,actual
3941,2024-01-13,account,665,unavailable,1,1,actual
3942,2024-01-29,account,665,unavailable,1,1,actual
3943,2024-03-05,account,665,unavailable,1,2,actual
3944,2024-03-09,account,665,unavailable,1,2,actual
3945,2024-04-23,account,665,unavailable,1,2,actual
3946,2024-02-02,account,666,unavailable,1,1,actual
3947,2024-02-07,account,666,unavailable,1,2,actual
3948,2024-02-22,account,666,unavailable,1,1,actual
3949,2024-03-03,account,666,unavailable,1,2,actual
3950,2024-04-22,account,666,unavailable,1,2,actual
3951,2024-04-26,account,666,unavailable,1,2,actual
3952,2024-02-17,account,667,unavailable,1,1,actual
3953,2024-02-24,account,667,unavailable,1,2,actual
3954,2024-03-12,account,667,unavailable,1,1,actual
3955,2024-03-15,account,667,unavailable,1,2,actual
3956,2024-04-06,account,667,unavailable,1,2,actual
3957,2024-01-19,account,668,unavailable,1,1,actual
3958,2024-01-24,account,668,unavailable,1,1,actual
3959,2024-02-22,account,668,unavailable,1,1,actual
3960,2024-03-13,account,668,unavailable,1,2,actual
3961,2024-03-24,account,668,unavailable,1,1,actual
3962,2024-04-08,account,668,unavailable,1,1,actual
3963,2024-04-16,account,668,unavailable,1,1,actual
3964,2024-01-01,account,669,unavailable,1,4,actual
3965,2024-01-22,account,669,unavailable,1,2,actual
3966,2024-03-09,account,669,unavailable,1,2,actual
3967,2024-03-17,account,669,unavailable,1,2,actual
3968,2024-03-23,account,669,unavailable,1,6,actual
3969,2024-04-05,account,669,unavailable,1,1,actual
3970,2024-04-27,account,669,unavailable,1,1,actual
3971,2024-01-02,account,670,unavailable,1,3,actual
3972,2024-01-10,account,670,unavailable,1,3,actual
3973,2024-01-17,account,670,unavailable,1,3,actual
3974,2024-02-02,account,670,unavailable,1,3,actual
3975,2024-02-08,account,670,unavailable,1,4,actual
3976,2024-03-29,account,670,unavailable,1,1,actual
3977,2024-04-04,account,670,unavailable,1,1,actual
3978,2024-01-04,account,671,unavailable,1,2,actual
3979,2024-01-12,account,671,unavailable,1,3,actual
3980,2024-01-23,account,671,unavailable,1,2,actual
3981,2024-01-27,account,671,unavailable,1,2,actual
3982,2024-02-06,account,671,unavailable,1,2,actual
3983,2024-02-19,account,671,unavailable,1,1,actual
3984,2024-02-26,account,671,unavailable,1,10,actual
3985,2024-04-14,account,671,unavailable,1,2,actual
3986,2024-01-22,account,672,unavailable,1,2,actual
3987,2024-03-01,account,672,unavailable,1,1,actual
3988,2024-03-07,account,672,unavailable,1,1,actual
3989,2024-03-15,account,672,unavailable,1,3,actual
3990,2024-02-14,account,673,unavailable,1,1,actual
3991,2024-03-07,account,673,unavailable,1,6,actual
3992,2024-01-23,account,674,unavailable,1,1,actual
3993,2024-01-30,account,674,unavailable,1,3,actual
3994,2024-03-10,account,674,unavailable,1,5,actual
3995,2024-03-23,account,674,unavailable,1,3,actual
3996,2024-01-01,account,675,unavailable,1,5,actual
3997,2024-01-15,account,675,unavailable,1,4,actual
3998,2024-03-11,account,675,unavailable,1,3,actual
3999,2024-04-14,account,675,unavailable,1,1,actual
4000,2024-04-17,account,675,unavailable,1,3,actual
4001,2024-04-23,account,675,unavailable,1,2,actual
4002,2024-02-22,account,676,unavailable,1,1,actual
4003,2024-02-29,account,676,unavailable,1,2,actual
4004,2024-03-12,account,676,unavailable,1,2,actual
4005,2024-03-17,account,676,unavailable,1,1,actual
4006,2024-03-20,account,676,unavailable,1,2,actual
4007,2024-03-23,account,676,unavailable,1,1,actual
4008,2024-04-22,account,676,unavailable,1,2,actual
4009,2024-04-26,account,676,unavailable,1,2,actual
4010,2024-01-03,account,677,unavailable,1,1,actual
4011,2024-01-25,account,677,unavailable,1,1,actual
4012,2024-02-22,account,677,unavailable,1,1,actual
4013,2024-03-04,account,677,unavailable,1,2,actual
4014,2024-03-17,account,677,unavailable,1,1,actual
4015,2024-03-22,account,677,unavailable,1,4,actual
4016,2024-04-25,account,677,unavailable,1,1,actual
4017,2024-03-15,account,678,unavailable,1,2,actual
4018,2024-03-31,account,678,unavailable,1,1,actual
4019,2024-04-22,account,678,unavailable,1,1,actual
4020,2024-04-25,account,678,unavailable,1,1,actual
4021,2024-01-30,account,679,unavailable,1,1,actual
4022,2024-02-13,account,679,unavailable,1,4,actual
4023,2024-03-29,account,679,unavailable,1,2,actual
4024,2024-04-04,account,679,unavailable,1,2,actual
4025,2024-04-14,account,679,unavailable,1,3,actual
4026,2024-04-23,account,679,unavailable,1,1,actual
4027,2024-02-03,account,680,unavailable,1,1,actual
4028,2024-02-12,account,680,unavailable,1,2,actual
4029,2024-03-03,account,680,unavailable,1,1,actual
4030,2024-03-06,account,680,unavailable,1,1,actual
4031,2024-03-08,account,680,unavailable,1,3,actual
4032,2024-03-25,account,680,unavailable,1,2,actual
4033,2024-04-29,account,680,unavailable,1,1,actual
4034,2024-01-06,account,681,unavailable,1,1,actual
4035,2024-01-13,account,681,unavailable,1,1,actual
4036,2024-01-26,account,681,unavailable,1,1,actual
4037,2024-04-01,account,681,unavailable,1,1,actual
4038,2024-04-07,account,681,unavailable,1,2,actual
4039,2024-01-27,account,682,unavailable,1,1,actual
4040,2024-03-11,account,682,unavailable,1,1,actual
4041,2024-03-14,account,682,unavailable,1,1,actual
4042,2024-03-24,account,682,unavailable,1,1,actual
4043,2024-04-07,account,682,unavailable,1,3,actual
4044,2024-04-27,account,682,unavailable,1,1,actual
4045,2024-01-09,account,683,unavailable,1,4,actual
4046,2024-01-14,account,683,unavailable,1,1,actual
4047,2024-01-19,account,683,unavailable,1,2,actual
4048,2024-02-15,account,683,unavailable,1,1,actual
4049,2024-02-24,account,683,unavailable,1,2,actual
4050,2024-03-27,account,683,unavailable,1,2,actual
4051,2024-04-04,account,683,unavailable,1,1,actual
4052,2024-02-01,account,684,unavailable,1,1,actual
4053,2024-03-03,account,684,unavailable,1,1,actual
4054,2024-03-21,account,684,unavailable,1,1,actual
4055,2024-04-07,account,684,unavailable,1,4,actual
4056,2024-04-14,account,684,unavailable,1,4,actual
4057,2024-01-06,account,685,unavailable,1,2,actual
4058,2024-01-25,account,685,unavailable,1,1,actual
4059,2024-01-27,account,685,unavailable,1,1,actual
4060,2024-03-04,account,685,unavailable,1,1,actual
4061,2024-03-24,account,685,unavailable,1,1,actual
4062,2024-01-12,account,686,unavailable,1,3,actual
4063,2024-01-28,account,686,unavailable,1,3,actual
4064,2024-04-04,account,686,unavailable,1,2,actual
4065,2024-04-23,account,686,unavailable,1,1,actual
4066,2024-04-26,account,686,unavailable,1,2,actual
4067,2024-01-31,account,687,unavailable,1,3,actual
4068,2024-02-19,account,687,unavailable,1,7,actual
4069,2024-03-13,account,687,unavailable,1,1,actual
4070,2024-04-03,account,687,unavailable,1,4,actual
4071,2024-04-28,account,687,unavailable,1,2,actual
4072,2024-01-11,account,688,unavailable,1,1,actual
4073,2024-01-30,account,688,unavailable,1,2,actual
4074,2024-02-12,account,688,unavailable,1,2,actual
4075,2024-03-20,account,688,unavailable,1,2,actual
4076,2024-04-28,account,688,unavailable,1,2,actual
4077,2024-01-10,account,689,unavailable,1,1,actual
4078,2024-01-16,account,689,unavailable,1,3,actual
4079,2024-01-22,account,689,unavailable,1,1,actual
4080,2024-02-10,account,689,unavailable,1,1,actual
4081,2024-02-14,account,689,unavailable,1,1,actual
4082,2024-02-24,account,689,unavailable,1,3,actual
4083,2024-02-04,account,690,unavailable,1,1,actual
4084,2024-02-21,account,690,unavailable,1,1,actual
4085,2024-03-08,account,690,unavailable,1,1,actual
4086,2024-04-01,account,690,unavailable,1,2,actual
4087,2024-04-12,account,690,unavailable,1,1,actual
4088,2024-04-20,account,690,unavailable,1,1,actual
4089,2024-01-07,account,691,unavailable,1,1,actual
4090,2024-01-18,account,691,unavailable,1,1,actual
4091,2024-01-22,account,691,unavailable,1,1,actual
4092,2024-01-27,account,691,unavailable,1,2,actual
4093,2024-01-30,account,691,unavailable,1,1,actual
4094,2024-02-12,account,691,unavailable,1,1,actual
4095,2024-03-28,account,691,unavailable,1,2,actual
4096,2024-04-29,account,691,unavailable,1,1,actual
4097,2024-02-17,account,692,unavailable,1,1,actual
4098,2024-02-28,account,692,unavailable,1,1,actual
4099,2024-03-13,account,692,unavailable,1,1,actual
4100,2024-03-15,account,692,unavailable,1,1,actual
4101,2024-03-21,account,692,unavailable,1,2,actual
4102,2024-03-31,account,692,unavailable,1,1,actual
4103,2024-01-01,account,693,unavailable,1,1,actual
4104,2024-01-11,account,693,unavailable,1,3,actual
4105,2024-01-25,account,693,unavailable,1,1,actual
4106,2024-02-24,account,693,unavailable,1,1,actual
4107,2024-04-04,account,693,unavailable,1,1,actual
4108,2024-04-07,account,693,unavailable,1,2,actual
4109,2024-01-02,account,694,unavailable,1,2,actual
4110,2024-01-23,account,694,unavailable,1,1,actual
4111,2024-02-22,account,694,unavailable,1,2,actual
4112,2024-02-29,account,694,unavailable,1,1,actual
4113,2024-03-18,account,694,unavailable,1,1,actual
4114,2024-04-14,account,694,unavailable,1,1,actual
4115,2024-01-01,account,695,unavailable,1,7,actual
4116,2024-01-18,account,695,unavailable,1,4,actual
4117,2024-02-04,account,695,unavailable,1,1,actual
4118,2024-04-07,account,695,unavailable,1,4,actual
4119,2024-01-01,account,696,unavailable,1,1,actual
4120,2024-01-23,account,696,unavailable,1,1,actual
4121,2024-02-13,account,696,unavailable,1,2,actual
4122,2024-02-20,account,696,unavailable,1,1,actual
4123,2024-03-05,account,696,unavailable,1,2,actual
4124,2024-04-01,account,696,unavailable,1,1,actual
4125,2024-04-16,account,696,unavailable,1,1,actual
4126,2024-04-25,account,696,unavailable,1,1,actual
4127,2024-04-29,account,696,unavailable,1,1,actual
4128,2024-01-13,account,697,unavailable,1,6,actual
4129,2024-01-26,account,697,unavailable,1,3,actual
4130,2024-02-19,account,697,unavailable,1,6,actual
4131,2024-02-27,account,697,unavailable,1,1,actual
4132,2024-03-16,account,697,unavailable,1,1,actual
4133,2024-04-10,account,697,unavailable,1,3,actual
4134,2024-01-01,account,698,unavailable,1,3,actual
4135,2024-02-01,account,698,unavailable,1,2,actual
4136,2024-02-06,account,698,unavailable,1,5,actual
4137,2024-02-17,account,698,unavailable,1,1,actual
4138,2024-03-17,account,698,unavailable,1,2,actual
4139,2024-04-15,account,698,unavailable,1,1,actual
4140,2024-04-22,account,698,unavailable,1,3,actual
4141,2024-01-11,account,699,unavailable,1,1,actual
4142,2024-02-07,account,699,unavailable,1,1,actual
4143,2024-02-16,account,699,unavailable,1,4,actual
4144,2024-03-03,account,699,unavailable,1,1,actual
4145,2024-03-05,account,699,unavailable,1,5,actual
4146,2024-03-17,account,699,unavailable,1,5,actual
4147,2024-04-14,account,699,unavailable,1,1,actual
4148,2024-01-21,account,700,unavailable,1,1,actual
4149,2024-02-08,account,701,unavailable,1,1,actual
4150,2024-02-19,account,701,unavailable,1,2,actual
4151,2024-03-27,account,701,unavailable,1,1,actual
4152,2024-04-03,account,701,unavailable,1,3,actual
4153,2024-02-16,account,702,unavailable,1,1,actual
4154,2024-02-22,account,702,unavailable,1,1,actual
4155,2024-02-29,account,702,unavailable,1,2,actual
4156,2024-03-04,account,702,unavailable,1,2,actual
4157,2024-04-05,account,702,unavailable,1,2,actual
4158,2024-04-16,account,702,unavailable,1,1,actual
4159,2024-01-07,account,703,unavailable,1,1,actual
4160,2024-02-04,account,703,unavailable,1,1,actual
4161,2024-02-07,account,703,unavailable,1,2,actual
4162,2024-02-22,account,703,unavailable,1,5,actual
4163,2024-03-03,account,703,unavailable,1,1,actual
4164,2024-03-11,account,703,unavailable,1,1,actual
4165,2024-04-08,account,703,unavailable,1,1,actual
4166,2024-04-13,account,703,unavailable,1,2,actual
4167,2024-03-02,account,704,unavailable,1,2,actual
4168,2024-03-28,account,704,unavailable,1,10,actual
4169,2024-04-13,account,704,unavailable,1,1,actual
4170,2024-01-06,account,705,unavailable,1,1,actual
4171,2024-01-08,account,705,unavailable,1,1,actual
4172,2024-02-20,account,705,unavailable,1,2,actual
4173,2024-03-06,account,705,unavailable,1,2,actual
4174,2024-04-05,account,705,unavailable,1,1,actual
4175,2024-04-29,account,705,unavailable,1,1,actual
4176,2024-01-04,account,706,unavailable,1,2,actual
4177,2024-01-22,account,706,unavailable,1,1,actual
4178,2024-02-01,account,706,unavailable,1,1,actual
4179,2024-02-03,account,706,unavailable,1,1,actual
4180,2024-03-03,account,706,unavailable,1,1,actual
4181,2024-03-22,account,706,unavailable,1,1,actual
4182,2024-04-06,account,706,unavailable,1,4,actual
4183,2024-04-12,account,706,unavailable,1,4,actual
4184,2024-04-20,account,706,unavailable,1,2,actual
4185,2024-01-04,account,707,unavailable,1,1,actual
4186,2024-01-26,account,707,unavailable,1,2,actual
4187,2024-02-04,account,707,unavailable,1,6,actual
4188,2024-02-18,account,707,unavailable,1,1,actual
