event_id,date,rep_id,start_time,planned_duration_min,actual_duration_min,account_id,segment_at_call,brand_id,brand_priority,outcome,scenario_id
7956,2024-04-09,6,14:30,30,30,1652,B,4,0.5000,completed,actual
7957,2024-04-09,6,15:15,30,30,955,C,4,0.5000,completed,actual
7958,2024-04-09,6,16:00,60,30,660,B,4,0.5000,abbreviated,actual
7959,2024-04-09,6,17:15,45,45,698,B,5,0.5000,completed,actual
7960,2024-04-09,7,09:00,30,30,1879,C,5,0.5000,completed,actual
7961,2024-04-09,7,09:45,60,60,464,A,5,0.5000,completed,actual
7962,2024-04-09,7,11:00,45,45,1236,B,4,0.5000,completed,actual
7963,2024-04-09,7,12:00,60,60,1312,A,4,0.5000,completed,actual
7964,2024-04-09,7,13:15,75,75,1270,A,5,0.5000,completed,actual
7965,2024-04-09,8,09:00,30,30,164,A,3,0.5000,completed,actual
7966,2024-04-09,8,09:45,30,0,1974,C,2,0.5000,no_show,actual
7967,2024-04-09,8,10:30,45,45,1473,B,3,0.5000,completed,actual
7968,2024-04-09,8,11:30,30,30,1277,C,3,0.5000,completed,actual
7969,2024-04-09,8,12:15,60,0,138,A,3,0.5000,no_show,actual
7970,2024-04-09,9,09:00,45,0,1968,C,4,0.5000,no_show,actual
7971,2024-04-09,9,10:00,45,45,1278,C,4,0.5000,completed,actual
7972,2024-04-09,9,11:00,30,30,1002,C,5,0.5000,completed,actual
7973,2024-04-09,9,11:45,30,30,411,C,5,0.5000,completed,actual
7974,2024-04-09,9,12:30,60,0,1137,C,5,0.5000,no_show,actual
7975,2024-04-09,9,13:45,30,30,127,C,4,0.5000,completed,actual
7976,2024-04-09,9,14:30,60,60,390,C,4,0.5000,completed,actual
7977,2024-04-09,10,09:00,60,60,1375,C,4,0.5000,completed,actual
7978,2024-04-09,10,10:15,60,60,438,A,5,0.5000,completed,actual
7979,2024-04-09,10,11:30,30,30,1415,C,5,0.5000,completed,actual
7980,2024-04-09,10,12:15,45,45,1725,C,4,0.5000,completed,actual
7981,2024-04-09,10,13:15,45,0,436,C,4,0.5000,no_show,actual
7982,2024-04-09,12,09:00,30,30,1494,C,0,0.5000,completed,actual
7983,2024-04-09,12,09:45,60,60,1150,C,1,0.5000,completed,actual
7984,2024-04-09,12,11:00,60,60,1503,B,1,0.5000,completed,actual
7985,2024-04-09,12,12:15,30,15,765,C,1,0.5000,abbreviated,actual
7986,2024-04-09,12,13:00,60,60,977,A,1,0.5000,completed,actual
7987,2024-04-09,12,14:15,75,75,374,B,1,0.5000,completed,actual
7988,2024-04-09,13,09:00,30,30,1899,B,5,0.5000,completed,actual
7989,2024-04-09,13,09:45,60,60,1710,B,5,0.5000,completed,actual
7990,2024-04-09,13,11:00,30,30,1552,C,4,0.5000,completed,actual
7991,2024-04-09,13,11:45,45,45,1623,B,4,0.5000,completed,actual
7992,2024-04-09,13,12:45,45,45,951,C,4,0.5000,completed,actual
7993,2024-04-09,13,13:45,30,30,470,A,5,0.5000,completed,actual
7994,2024-04-09,13,14:30,45,45,262,C,4,0.5000,completed,actual
7995,2024-04-09,14,09:00,45,45,10,B,2,0.5000,completed,actual
7996,2024-04-09,14,10:00,45,22,1740,B,3,0.5000,abbreviated,actual
7997,2024-04-09,14,11:00,30,30,887,C,3,0.5000,completed,actual
7998,2024-04-09,14,11:45,45,45,1725,C,2,0.5000,completed,actual
7999,2024-04-09,14,12:45,30,30,1694,C,3,0.5000,completed,actual
8000,2024-04-09,14,13:30,30,30,1703,B,3,0.5000,completed,actual
8001,2024-04-09,14,14:15,30,30,1272,A,2,0.5000,completed,actual
8002,2024-04-09,15,09:00,45,45,1871,B,0,0.5000,completed,actual
8003,2024-04-09,15,10:00,45,45,206,C,1,0.5000,completed,actual
8004,2024-04-09,15,11:00,30,15,905,C,0,0.5000,abbreviated,actual
8005,2024-04-09,15,11:45,60,60,158,A,0,0.5000,completed,actual
8006,2024-04-09,15,13:00,30,30,714,C,0,0.5000,completed,actual
8007,2024-04-09,15,13:45,45,45,735,B,1,0.5000,completed,actual
8008,2024-04-09,15,14:45,30,15,1636,C,1,0.5000,abbreviated,actual
8009,2024-04-09,16,09:00,30,30,577,C,1,0.5000,completed,actual
8010,2024-04-09,16,09:45,60,60,655,C,1,0.5000,completed,actual
8011,2024-04-09,16,11:00,60,60,1438,A,1,0.5000,completed,actual
8012,2024-04-09,16,12:15,75,75,1317,B,1,0.5000,completed,actual
8013,2024-04-09,16,13:45,45,45,1125,C,1,0.5000,completed,actual
8014,2024-04-09,17,09:00,30,30,1431,C,3,0.5000,completed,actual
8015,2024-04-09,17,09:45,75,75,1272,A,3,0.5000,completed,actual
8016,2024-04-09,17,11:15,45,45,1084,C,2,0.5000,completed,actual
8017,2024-04-09,17,12:15,60,60,1471,B,3,0.5000,completed,actual
8018,2024-04-09,18,09:00,45,0,897,A,2,0.5000,no_show,actual
8019,2024-04-09,18,10:00,45,45,499,C,3,0.5000,completed,actual
8020,2024-04-09,18,11:00,30,30,704,C,3,0.5000,completed,actual
8021,2024-04-09,18,11:45,45,45,1132,C,3,0.5000,completed,actual
8022,2024-04-09,18,12:45,30,30,1968,C,2,0.5000,completed,actual
8023,2024-04-09,18,13:30,30,30,446,B,3,0.5000,completed,actual
8024,2024-04-09,18,14:15,30,30,254,C,3,0.5000,completed,actual
8025,2024-04-10,0,09:00,30,30,994,C,1,0.5000,completed,actual
8026,2024-04-10,0,09:45,30,0,1186,C,1,0.5000,no_show,actual
8027,2024-04-10,0,10:30,45,45,1691,B,1,0.5000,completed,actual
8028,2024-04-10,0,11:30,30,30,1469,B,1,0.5000,completed,actual
8029,2024-04-10,0,12:15,45,45,1950,B,1,0.5000,completed,actual
8030,2024-04-10,0,13:15,30,30,941,C,1,0.5000,completed,actual
8031,2024-04-10,0,14:00,30,30,91,B,1,0.5000,completed,actual
8032,2024-04-10,0,14:45,45,45,271,B,0,0.5000,completed,actual
8033,2024-04-10,0,15:45,30,30,298,C,1,0.5000,completed,actual
8034,2024-04-10,1,09:00,45,45,1435,C,1,0.5000,completed,actual
8035,2024-04-10,1,10:00,30,30,1959,C,0,0.5000,completed,actual
8036,2024-04-10,1,10:45,30,30,1987,C,0,0.5000,completed,actual
8037,2024-04-10,1,11:30,75,0,1038,B,1,0.5000,no_show,actual
8038,2024-04-10,1,13:00,30,15,271,B,0,0.5000,abbreviated,actual
8039,2024-04-10,1,13:45,75,75,1757,B,0,0.5000,completed,actual
8040,2024-04-10,1,15:15,30,30,85,C,1,0.5000,completed,actual
8041,2024-04-10,2,09:00,30,30,790,B,0,0.5000,completed,actual
8042,2024-04-10,2,09:45,30,30,298,C,1,0.5000,completed,actual
8043,2024-04-10,2,10:30,30,30,1835,C,1,0.5000,completed,actual
8044,2024-04-10,2,11:15,60,60,1779,B,1,0.5000,completed,actual
8045,2024-04-10,2,12:30,30,30,1012,C,0,0.5000,completed,actual
8046,2024-04-10,2,13:15,30,30,140,B,0,0.5000,completed,actual
8047,2024-04-10,2,14:00,45,45,1028,A,1,0.5000,completed,actual
8048,2024-04-10,2,15:00,30,30,1953,C,0,0.5000,completed,actual
8049,2024-04-10,2,15:45,30,30,254,C,1,0.5000,completed,actual
8050,2024-04-10,3,09:00,30,0,573,C,5,0.5000,no_show,actual
8051,2024-04-10,3,09:45,30,30,46,B,4,0.5000,completed,actual
8052,2024-04-10,3,10:30,30,30,1112,C,4,0.5000,completed,actual
8053,2024-04-10,3,11:15,30,30,156,C,5,0.5000,completed,actual
8054,2024-04-10,3,12:00,45,0,88,C,4,0.5000,no_show,actual
8055,2024-04-10,3,13:00,30,30,861,C,4,0.5000,completed,actual
8056,2024-04-10,4,09:00,45,45,1854,C,5,0.5000,completed,actual
8057,2024-04-10,4,10:00,45,22,833,B,4,0.5000,abbreviated,actual
8058,2024-04-10,4,11:00,60,60,290,B,5,0.5000,completed,actual
8059,2024-04-10,4,12:15,60,30,432,A,4,0.5000,abbreviated,actual
8060,2024-04-10,4,13:30,45,45,528,C,4,0.5000,completed,actual
8061,2024-04-10,4,14:30,30,0,1678,C,4,0.5000,no_show,actual
8062,2024-04-10,4,15:15,45,45,1598,C,5,0.5000,completed,actual
8063,2024-04-10,4,16:15,30,30,1031,B,5,0.5000,completed,actual
8064,2024-04-10,5,09:00,60,60,1629,A,2,0.5000,completed,actual
8065,2024-04-10,5,10:15,75,37,333,B,3,0.5000,abbreviated,actual
8066,2024-04-10,5,11:45,45,0,553,B,3,0.5000,no_show,actual
8067,2024-04-10,5,12:45,45,45,657,B,3,0.5000,completed,actual
8068,2024-04-10,5,13:45,60,60,1389,A,3,0.5000,completed,actual
8069,2024-04-10,5,15:00,30,30,1301,C,3,0.5000,completed,actual
8070,2024-04-10,5,15:45,45,45,1793,B,2,0.5000,completed,actual
8071,2024-04-10,6,09:00,45,45,1283,C,5,0.5000,completed,actual
8072,2024-04-10,6,10:00,30,30,1084,C,4,0.5000,completed,actual
8073,2024-04-10,6,10:45,45,45,526,A,4,0.5000,completed,actual
8074,2024-04-10,6,11:45,60,30,1187,B,5,0.5000,abbreviated,actual
8075,2024-04-10,6,13:00,45,45,1962,C,5,0.5000,completed,actual
8076,2024-04-10,6,14:00,30,30,1041,C,5,0.5000,completed,actual
8077,2024-04-10,6,14:45,60,60,1823,C,5,0.5000,completed,actual
8078,2024-04-10,7,09:00,30,30,337,B,5,0.5000,completed,actual
8079,2024-04-10,7,09:45,60,60,972,B,4,0.5000,completed,actual
8080,2024-04-10,7,11:00,75,37,1675,A,5,0.5000,abbreviated,actual
8081,2024-04-10,7,12:30,30,15,920,C,5,0.5000,abbreviated,actual
8082,2024-04-10,7,13:15,45,45,462,C,5,0.5000,completed,actual
8083,2024-04-10,8,09:00,45,0,163,C,3,0.5000,no_show,actual
8084,2024-04-10,8,10:00,30,30,479,B,3,0.5000,completed,actual
8085,2024-04-10,8,10:45,30,30,933,C,2,0.5000,completed,actual
8086,2024-04-10,9,09:00,45,45,139,B,4,0.5000,completed,actual
8087,2024-04-10,9,10:00,30,30,1873,B,4,0.5000,completed,actual
8088,2024-04-10,9,10:45,45,45,1398,B,4,0.5000,completed,actual
8089,2024-04-10,9,11:45,45,45,900,C,5,0.5000,completed,actual
8090,2024-04-10,9,12:45,60,60,1066,C,5,0.5000,completed,actual
8091,2024-04-10,9,14:00,45,22,1354,A,5,0.5000,abbreviated,actual
8092,2024-04-10,9,15:00,60,60,1768,C,4,0.5000,completed,actual
8093,2024-04-10,10,09:00,30,30,551,C,4,0.5000,completed,actual
8094,2024-04-10,10,09:45,60,60,1136,A,4,0.5000,completed,actual
8095,2024-04-10,10,11:00,75,75,1876,A,4,0.5000,completed,actual
8096,2024-04-10,10,12:30,75,0,1177,B,4,0.5000,no_show,actual
8097,2024-04-10,12,09:00,30,15,29,C,1,0.5000,abbreviated,actual
8098,2024-04-10,12,09:45,30,30,718,C,0,0.5000,completed,actual
8099,2024-04-10,12,10:30,30,30,1037,C,1,0.5000,completed,actual
8100,2024-04-10,12,11:15,30,30,332,C,1,0.5000,completed,actual
8101,2024-04-10,12,12:00,60,30,1361,C,1,0.5000,abbreviated,actual
8102,2024-04-10,13,09:00,30,30,1097,C,5,0.5000,completed,actual
8103,2024-04-10,13,09:45,30,30,1468,C,4,0.5000,completed,actual
8104,2024-04-10,13,10:30,60,60,71,B,4,0.5000,completed,actual
8105,2024-04-10,13,11:45,30,30,252,C,4,0.5000,completed,actual
8106,2024-04-10,13,12:30,30,30,1124,B,4,0.5000,completed,actual
8107,2024-04-10,13,13:15,60,60,835,B,5,0.5000,completed,actual
8108,2024-04-10,13,14:30,30,15,61,B,4,0.5000,abbreviated,actual
8109,2024-04-10,13,15:15,45,45,663,B,4,0.5000,completed,actual
8110,2024-04-10,14,09:00,30,30,1313,C,3,0.5000,completed,actual
8111,2024-04-10,14,09:45,45,22,1685,B,3,0.5000,abbreviated,actual
8112,2024-04-10,14,10:45,60,60,398,A,3,0.5000,completed,actual
8113,2024-04-10,14,12:00,45,45,1058,C,3,0.5000,completed,actual
8114,2024-04-10,14,13:00,60,60,699,B,3,0.5000,completed,actual
8115,2024-04-10,14,14:15,30,30,1121,C,3,0.5000,completed,actual
8116,2024-04-10,15,09:00,45,45,1946,C,0,0.5000,completed,actual
8117,2024-04-10,15,10:00,30,30,1059,C,1,0.5000,completed,actual
8118,2024-04-10,15,10:45,60,30,608,A,1,0.5000,abbreviated,actual
8119,2024-04-10,15,12:00,30,30,1953,C,0,0.5000,completed,actual
8120,2024-04-10,15,12:45,45,45,246,B,0,0.5000,completed,actual
8121,2024-04-10,15,13:45,30,30,1728,C,1,0.5000,completed,actual
8122,2024-04-10,16,09:00,30,15,1680,B,1,0.5000,abbreviated,actual
8123,2024-04-10,16,09:45,75,75,277,B,1,0.5000,completed,actual
8124,2024-04-10,16,11:15,45,45,1513,C,0,0.5000,completed,actual
8125,2024-04-10,16,12:15,30,30,577,C,1,0.5000,completed,actual
8126,2024-04-10,16,13:00,75,0,1869,B,1,0.5000,no_show,actual
8127,2024-04-10,17,09:00,45,45,1118,C,2,0.5000,completed,actual
8128,2024-04-10,17,10:00,30,15,1120,C,3,0.5000,abbreviated,actual
8129,2024-04-10,17,10:45,60,60,561,C,3,0.5000,completed,actual
8130,2024-04-10,17,12:00,75,75,543,A,2,0.5000,completed,actual
8131,2024-04-10,17,13:30,60,60,479,B,3,0.5000,completed,actual
8132,2024-04-10,18,09:00,30,30,1662,B,3,0.5000,completed,actual
8133,2024-04-10,18,09:45,30,30,1184,C,2,0.5000,completed,actual
8134,2024-04-10,18,10:30,45,45,140,B,2,0.5000,completed,actual
8135,2024-04-10,18,11:30,30,30,1824,B,3,0.5000,completed,actual
8136,2024-04-10,18,12:15,45,22,1282,C,3,0.5000,abbreviated,actual
8137,2024-04-10,18,13:15,60,60,37,B,3,0.5000,completed,actual
8138,2024-04-10,18,14:30,30,15,1056,B,3,0.5000,abbreviated,actual
8139,2024-04-10,18,15:15,30,30,950,B,3,0.5000,completed,actual
8140,2024-04-11,0,09:00,30,30,563,C,0,0.5000,completed,actual
8141,2024-04-11,0,09:45,30,30,1334,B,0,0.5000,completed,actual
8142,2024-04-11,0,10:30,30,30,271,B,0,0.5000,completed,actual
8143,2024-04-11,0,11:15,30,30,1755,C,1,0.5000,completed,actual
8144,2024-04-11,0,12:00,30,30,1905,C,1,0.5000,completed,actual
8145,2024-04-11,1,09:00,30,30,584,C,1,0.5000,completed,actual
8146,2024-04-11,1,09:45,75,75,1789,B,1,0.5000,completed,actual
8147,2024-04-11,1,11:15,30,30,1749,C,1,0.5000,completed,actual
8148,2024-04-11,1,12:00,45,45,718,C,0,0.5000,completed,actual
8149,2024-04-11,1,13:00,45,45,1837,C,0,0.5000,completed,actual
8150,2024-04-11,1,14:00,60,60,1154,A,0,0.5000,completed,actual
8151,2024-04-11,1,15:15,45,45,795,C,1,0.5000,completed,actual
8152,2024-04-11,1,16:15,45,45,1459,C,0,0.5000,completed,actual
8153,2024-04-11,2,09:00,30,30,1539,C,0,0.5000,completed,actual
8154,2024-04-11,2,09:45,30,30,1021,C,0,0.5000,completed,actual
8155,2024-04-11,2,10:30,45,45,171,B,1,0.5000,completed,actual
8156,2024-04-11,2,11:30,45,45,426,C,1,0.5000,completed,actual
8157,2024-04-11,2,12:30,45,22,958,C,1,0.5000,abbreviated,actual
8158,2024-04-11,2,13:30,30,30,13,B,1,0.5000,completed,actual
8159,2024-04-11,2,14:15,30,30,1449,C,0,0.5000,completed,actual
8160,2024-04-11,2,15:00,30,30,1723,C,0,0.5000,completed,actual
8161,2024-04-11,2,15:45,60,0,89,B,0,0.5000,no_show,actual
8162,2024-04-11,3,09:00,30,30,1360,C,5,0.5000,completed,actual
8163,2024-04-11,3,09:45,60,60,1811,B,4,0.5000,completed,actual
8164,2024-04-11,3,11:00,60,60,500,B,5,0.5000,completed,actual
8165,2024-04-11,3,12:15,45,0,726,B,5,0.5000,no_show,actual
8166,2024-04-11,3,13:15,30,30,1315,C,5,0.5000,completed,actual
8167,2024-04-11,3,14:00,30,30,1417,C,4,0.5000,completed,actual
8168,2024-04-11,3,14:45,30,30,519,C,4,0.5000,completed,actual
8169,2024-04-11,4,09:00,60,60,112,B,4,0.5000,completed,actual
8170,2024-04-11,4,10:15,60,60,777,A,4,0.5000,completed,actual
8171,2024-04-11,4,11:30,30,30,814,C,5,0.5000,completed,actual
8172,2024-04-11,4,12:15,75,37,1647,A,5,0.5000,abbreviated,actual
8173,2024-04-11,4,13:45,45,22,1335,B,5,0.5000,abbreviated,actual
8174,2024-04-11,4,14:45,30,30,187,B,4,0.5000,completed,actual
8175,2024-04-11,5,09:00,60,60,961,A,2,0.5000,completed,actual
8176,2024-04-11,5,10:15,75,75,608,A,3,0.5000,completed,actual
8177,2024-04-11,5,11:45,30,30,484,C,2,0.5000,completed,actual
8178,2024-04-11,5,12:30,60,60,1481,A,3,0.5000,completed,actual
8179,2024-04-11,5,13:45,45,45,446,B,3,0.5000,completed,actual
8180,2024-04-11,6,09:00,45,45,665,A,4,0.5000,completed,actual
8181,2024-04-11,6,10:00,75,75,1461,A,4,0.5000,completed,actual
8182,2024-04-11,6,11:30,45,45,1038,B,5,0.5000,completed,actual
8183,2024-04-11,6,12:30,45,45,298,C,5,0.5000,completed,actual
8184,2024-04-11,6,13:30,45,45,839,C,4,0.5000,completed,actual
8185,2024-04-11,6,14:30,60,60,442,B,4,0.5000,completed,actual
8186,2024-04-11,6,15:45,60,30,1569,C,5,0.5000,abbreviated,actual
8187,2024-04-11,6,17:00,60,60,1819,B,5,0.5000,completed,actual
8188,2024-04-11,7,09:00,45,45,379,B,4,0.5000,completed,actual
8189,2024-04-11,7,10:00,60,60,1137,C,5,0.5000,completed,actual
8190,2024-04-11,7,11:15,45,45,1136,A,4,0.5000,completed,actual
8191,2024-04-11,7,12:15,60,60,972,B,4,0.5000,completed,actual
8192,2024-04-11,7,13:30,30,30,1939,B,5,0.5000,completed,actual
8193,2024-04-11,7,14:15,30,30,270,C,4,0.5000,completed,actual
8194,2024-04-11,8,09:00,60,60,164,A,3,0.5000,completed,actual
8195,2024-04-11,8,10:15,60,60,1241,A,2,0.5000,completed,actual
8196,2024-04-11,8,11:30,45,45,360,B,3,0.5000,completed,actual
8197,2024-04-11,8,12:30,45,45,17,C,2,0.5000,completed,actual
8198,2024-04-11,8,13:30,45,45,78,C,2,0.5000,completed,actual
8199,2024-04-11,9,09:00,45,45,1923,C,4,0.5000,completed,actual
8200,2024-04-11,9,10:00,75,75,622,B,5,0.5000,completed,actual
8201,2024-04-11,9,11:30,45,22,739,B,5,0.5000,abbreviated,actual
8202,2024-04-11,9,12:30,45,45,1594,C,5,0.5000,completed,actual
8203,2024-04-11,9,13:30,45,45,1008,B,4,0.5000,completed,actual
8204,2024-04-11,9,14:30,60,60,1813,C,5,0.5000,completed,actual
8205,2024-04-11,9,15:45,75,75,1355,B,4,0.5000,completed,actual
8206,2024-04-11,9,17:15,45,45,572,C,5,0.5000,completed,actual
8207,2024-04-11,10,09:00,60,60,1963,B,4,0.5000,completed,actual
8208,2024-04-11,10,10:15,75,37,172,B,4,0.5000,abbreviated,actual
8209,2024-04-11,10,11:45,30,30,1661,C,4,0.5000,completed,actual
8210,2024-04-11,10,12:30,60,60,1682,B,4,0.5000,completed,actual
8211,2024-04-11,10,13:45,45,45,884,A,5,0.5000,completed,actual
8212,2024-04-11,12,09:00,60,60,588,C,1,0.5000,completed,actual
8213,2024-04-11,12,10:15,45,45,312,C,1,0.5000,completed,actual
8214,2024-04-11,12,11:15,60,30,1686,C,1,0.5000,abbreviated,actual
8215,2024-04-11,12,12:30,60,30,495,B,0,0.5000,abbreviated,actual
8216,2024-04-11,12,13:45,60,60,566,B,0,0.5000,completed,actual
8217,2024-04-11,12,15:00,60,60,2,B,1,0.5000,completed,actual
8218,2024-04-11,12,16:15,45,45,1463,C,0,0.5000,completed,actual
8219,2024-04-11,12,17:15,45,45,1481,A,1,0.5000,completed,actual
8220,2024-04-11,13,09:00,45,45,1002,C,5,0.5000,completed,actual
8221,2024-04-11,13,10:00,30,30,1204,C,5,0.5000,completed,actual
8222,2024-04-11,13,10:45,45,45,148,B,5,0.5000,completed,actual
8223,2024-04-11,13,11:45,30,30,1748,C,4,0.5000,completed,actual
8224,2024-04-11,13,12:30,45,0,654,A,5,0.5000,no_show,actual
8225,2024-04-11,13,13:30,45,45,71,B,4,0.5000,completed,actual
8226,2024-04-11,13,14:30,30,30,362,C,5,0.5000,completed,actual
8227,2024-04-11,13,15:15,30,30,1375,C,4,0.5000,completed,actual
8228,2024-04-11,14,09:00,30,30,167,C,3,0.5000,completed,actual
8229,2024-04-11,14,09:45,45,45,42,C,3,0.5000,completed,actual
8230,2024-04-11,14,10:45,30,30,121,C,2,0.5000,completed,actual
8231,2024-04-11,14,11:30,30,30,723,C,2,0.5000,completed,actual
8232,2024-04-11,14,12:15,45,45,398,A,3,0.5000,completed,actual
8233,2024-04-11,14,13:15,30,30,484,C,2,0.5000,completed,actual
8234,2024-04-11,14,14:00,30,30,1186,C,3,0.5000,completed,actual
8235,2024-04-11,14,14:45,30,30,1255,C,3,0.5000,completed,actual
8236,2024-04-11,14,15:30,30,30,1291,C,3,0.5000,completed,actual
8237,2024-04-11,15,09:00,45,45,918,B,1,0.5000,completed,actual
8238,2024-04-11,15,10:00,45,45,1865,B,0,0.5000,completed,actual
8239,2024-04-11,15,11:00,30,30,361,C,0,0.5000,completed,actual
8240,2024-04-11,15,11:45,30,0,1636,C,1,0.5000,no_show,actual
8241,2024-04-11,15,12:30,45,45,626,C,1,0.5000,completed,actual
8242,2024-04-11,15,13:30,45,0,87,C,1,0.5000,no_show,actual
8243,2024-04-11,15,14:30,45,45,1324,A,1,0.5000,completed,actual
8244,2024-04-11,16,09:00,30,30,455,C,1,0.5000,completed,actual
8245,2024-04-11,16,09:45,45,45,1779,B,1,0.5000,completed,actual
8246,2024-04-11,16,10:45,30,30,1244,C,0,0.5000,completed,actual
8247,2024-04-11,16,11:30,75,75,725,B,1,0.5000,completed,actual
8248,2024-04-11,16,13:00,30,30,1513,C,0,0.5000,completed,actual
8249,2024-04-11,16,13:45,45,45,298,C,1,0.5000,completed,actual
8250,2024-04-11,16,14:45,30,30,87,C,1,0.5000,completed,actual
8251,2024-04-11,17,09:00,60,60,1443,C,3,0.5000,completed,actual
8252,2024-04-11,17,10:15,45,45,1671,C,3,0.5000,completed,actual
8253,2024-04-11,17,11:15,30,15,351,C,2,0.5000,abbreviated,actual
8254,2024-04-11,17,12:00,45,45,1824,B,3,0.5000,completed,actual
8255,2024-04-11,17,13:00,45,45,41,C,3,0.5000,completed,actual
8256,2024-04-11,17,14:00,30,30,17,C,3,0.5000,completed,actual
8257,2024-04-11,17,14:45,60,60,1272,A,3,0.5000,completed,actual
8258,2024-04-12,0,09:00,45,45,826,B,1,0.5000,completed,actual
8259,2024-04-12,0,10:00,30,30,1930,C,0,0.5000,completed,actual
8260,2024-04-12,0,10:45,30,30,1717,B,0,0.5000,completed,actual
8261,2024-04-12,0,11:30,30,30,1815,B,0,0.5000,completed,actual
8262,2024-04-12,0,12:15,45,22,378,B,1,0.5000,abbreviated,actual
8263,2024-04-12,1,09:00,60,60,1180,B,0,0.5000,completed,actual
8264,2024-04-12,1,10:15,30,30,1425,B,1,0.5000,completed,actual
8265,2024-04-12,1,11:00,30,15,1459,C,0,0.5000,abbreviated,actual
8266,2024-04-12,1,11:45,30,30,196,C,0,0.5000,completed,actual
8267,2024-04-12,1,12:30,45,45,1381,C,1,0.5000,completed,actual
8268,2024-04-12,1,13:30,30,15,211,B,1,0.5000,abbreviated,actual
8269,2024-04-12,2,09:00,30,30,1397,A,0,0.5000,completed,actual
8270,2024-04-12,2,09:45,30,15,1665,C,1,0.5000,abbreviated,actual
8271,2024-04-12,2,10:30,45,45,945,C,1,0.5000,completed,actual
8272,2024-04-12,2,11:30,60,60,1017,B,0,0.5000,completed,actual
8273,2024-04-12,3,09:00,45,45,627,C,4,0.5000,completed,actual
8274,2024-04-12,3,10:00,30,30,194,B,4,0.5000,completed,actual
8275,2024-04-12,3,10:45,45,0,1072,C,5,0.5000,no_show,actual
8276,2024-04-12,3,11:45,45,45,1709,C,5,0.5000,completed,actual
8277,2024-04-12,3,12:45,30,30,669,C,4,0.5000,completed,actual
8278,2024-04-12,3,13:30,30,30,925,C,4,0.5000,completed,actual
8279,2024-04-12,4,09:00,45,22,191,A,4,0.5000,abbreviated,actual
8280,2024-04-12,4,10:00,45,0,1548,B,4,0.5000,no_show,actual
8281,2024-04-12,4,11:00,30,0,750,C,5,0.5000,no_show,actual
8282,2024-04-12,4,11:45,45,45,219,C,4,0.5000,completed,actual
8283,2024-04-12,5,09:00,45,45,1481,A,3,0.5000,completed,actual
8284,2024-04-12,5,10:00,60,30,1289,C,2,0.5000,abbreviated,actual
8285,2024-04-12,5,11:15,45,0,749,C,3,0.5000,no_show,actual
8286,2024-04-12,5,12:15,45,45,1078,C,3,0.5000,completed,actual
8287,2024-04-12,5,13:15,60,30,1169,A,3,0.5000,abbreviated,actual
8288,2024-04-12,6,09:00,45,45,1196,C,4,0.5000,completed,actual
8289,2024-04-12,6,10:00,30,30,1725,C,4,0.5000,completed,actual
8290,2024-04-12,6,10:45,30,30,747,C,5,0.5000,completed,actual
8291,2024-04-12,6,11:30,30,30,156,C,4,0.5000,completed,actual
8292,2024-04-12,6,12:15,30,30,955,C,4,0.5000,completed,actual
8293,2024-04-12,7,09:00,30,30,1078,C,5,0.5000,completed,actual
8294,2024-04-12,7,09:45,60,60,1235,B,4,0.5000,completed,actual
8295,2024-04-12,7,11:00,30,30,653,C,4,0.5000,completed,actual
8296,2024-04-12,7,11:45,45,45,1882,B,4,0.5000,completed,actual
8297,2024-04-12,8,09:00,60,60,400,C,3,0.5000,completed,actual
8298,2024-04-12,8,10:15,30,30,201,C,3,0.5000,completed,actual
8299,2024-04-12,8,11:00,45,45,1348,B,3,0.5000,completed,actual
8300,2024-04-12,8,12:00,45,45,179,B,3,0.5000,completed,actual
8301,2024-04-12,9,09:00,45,45,1693,C,5,0.5000,completed,actual
8302,2024-04-12,9,10:00,30,30,1097,C,5,0.5000,completed,actual
8303,2024-04-12,9,10:45,30,30,1316,C,4,0.5000,completed,actual
8304,2024-04-12,9,11:30,75,75,1475,B,4,0.5000,completed,actual
8305,2024-04-12,9,13:00,75,75,223,A,4,0.5000,completed,actual
8306,2024-04-12,10,09:00,75,75,1092,A,5,0.5000,completed,actual
8307,2024-04-12,10,10:30,60,60,1890,C,5,0.5000,completed,actual
8308,2024-04-12,10,11:45,45,45,639,C,5,0.5000,completed,actual
8309,2024-04-12,10,12:45,60,60,631,C,5,0.5000,completed,actual
8310,2024-04-12,12,09:00,30,30,60,C,0,0.5000,completed,actual
8311,2024-04-12,12,09:45,30,30,469,B,0,0.5000,completed,actual
8312,2024-04-12,12,10:30,60,60,1742,B,1,0.5000,completed,actual
8313,2024-04-12,12,11:45,75,75,977,A,1,0.5000,completed,actual
8314,2024-04-12,12,13:15,60,60,589,B,0,0.5000,completed,actual
8315,2024-04-12,13,09:00,45,45,1269,B,4,0.5000,completed,actual
8316,2024-04-12,13,10:00,30,30,583,C,4,0.5000,completed,actual
8317,2024-04-12,13,10:45,30,30,1220,B,4,0.5000,completed,actual
8318,2024-04-12,13,11:30,60,60,1389,A,5,0.5000,completed,actual
8319,2024-04-12,13,12:45,30,30,1621,B,4,0.5000,completed,actual
8320,2024-04-12,14,09:00,30,30,1029,B,3,0.5000,completed,actual
8321,2024-04-12,14,09:45,45,45,508,C,2,0.5000,completed,actual
8322,2024-04-12,14,10:45,30,30,1211,B,3,0.5000,completed,actual
